Timor-Leste,TLS,,,439600000,1813800000,3998900000,3104400000,2954620999.58441
Middle East & North Africa (IDA & IBRD countries),TMN,,337616663681.782,447311432447.737,693827855525.733,1374620791122.45,1431375209349.5,1425775051964.19
Tonga,TON,113563821.577404,202547013.927138,202363492.160332,262176133.72543,369485198.817979,435438217.281663,427659795.301271
South Asia (IDA & IBRD),TSA,402945014641.955,475089669292.961,616124993112.047,1028573541116.05,2042061634081.08,2696116882251.6,3294668928203.49
Sub-Saharan Africa (IDA & IBRD countries),TSS,335818013649.388,355028185180.411,392087586531.511,760233816351.432,1366254396942.11,1665066294226.42,1669767509030.35
Trinidad and Tobago,TTO,5068000000,5329214163.22001,8154338232.95978,15982282462.3786,22157253321.2039,24401734194.6814,22079017626.6686
Tunisia,TUN,12290568181.8182,18030876599.3444,21473188881.5933,32273007553.5687,44050929160.2627,43152528548.124,39952095560.8829
Turkey,TUR,150676291094.21,169485941048.035,272979846449.136,501416344150.045,771901783337.77,859796691176.471,851549299635.427
Tuvalu,TUV,8824447.74022325,11025945.1445515,13742057.0500928,21839098.8927071,31823518.6204366,35556038.8176495,39731317.3044487
Tanzania,TZA,4258743262.82876,5255221424.80962,10185786382.8283,16929976600.142,31409598703.7061,45628320355.1735,52090321003.0556
Uganda,UGA,4304398865.88268,5755818947.42125,6193246837.09687,9013834373.41246,20186496527.1256,27102650386.6012,25995031850.1658
Ukraine,UKR,81456918678.5008,48213868178.0873,31261527363.144,86057915585.3026,136013155905.036,91030959454.6961,112154185121.406
Upper middle income,UMC,2526181423086.94,3525650280687.74,4252375134921.48,7278195693801.64,15369774015389,20219305350733.9,22182784744754.5
Uruguay,URY,9298839655.23139,19297663096.5506,22823255801.8447,17362857683.8545,40284481651.9021,53274304222.136,56156972157.6958
United States,USA,5979589000000,7664060000000,10284779000000,13093726000000,14964372000000,18120714000000,19390604000000
Uzbekistan,UZB,13360607917.8773,13350468917.4115,13760513969.314,14307509838.8053,39332770928.9426,66903804142.5395,49677172714.26
St. Vincent and the Grenadines,VCT,240365262.592593,316008481.481481,396261370.37037,550728666.666667,681225962.962963,755458031.415067,785222509.144563
"Venezuela, RB",VEN,48598315565.032,77407726244.3439,117140723529.412,145510008134.75,393192354510.653,,
British Virgin Islands,VGB,,,,,,,
Virgin Islands (U.S.),VIR,1564700032,,,4439000000,4339000000,3759000000,
Vietnam,VNM,6471740805.56984,20736164458.9505,31172518403.3162,57633255618.2731,115931749697.241,193241108709.536,223779865815.183
Vanuatu,VUT,158397403.041175,233902114.8683,272014693.050806,394962552.336108,700804286.224354,737917151.424178,862879789.027549
World,WLD,22607137528484.8,30870504922993.5,33597862243728.6,47487175386842.7,65965875326710.8,74916086734465.4,80737576004679.9
Samoa,WSM,125766269.755358,224865731.381903,269019710.327456,462649043.044658,643046733.391126,804100582.465624,840927996.555194
Kosovo,XKX,,,1849196082.05507,3663101604.27807,5830463576.15894,6440612176.999,7244888738.28081
"Yemen, Rep.",YEM,5647119229.00763,4258788725.44991,9652436179.64605,16746344766.2044,30906749533.221,45593573381.2648,31267675216.25
South Africa,ZAF,115553279480.54,155460285076.232,136361854808.496,257671413750.825,375349442837.187,317536830640.619,348871647959.64
Zambia,ZMB,3285217391.30435,3807067121.8609,3600683039.73254,8331870169.14977,20265556273.582,21154394545.895,25868142073.452
Zimbabwe,ZWE,8783816700,7111270700,6689957600,5755215200,12041655200,19963120600,22040902300
